question,gold_answer,llm_response,correct,jacccard,cosine
"What is the accounting term that measures the capital, including retained earnings, that has been put into a business?",book value,"The accounting term you're looking for is ""Shareholders' Equity"" or ""Owner's Equity"". This represents the total financial value contributed by shareholders and owners to a business, including initial capital investments, additional paid-in capital, and accumulated retained earnings. It reflects the net worth of a company and appears on the balance sheet as the residual interest in the company's assets after subtracting liabilities. Shareholders' equity can be calculated by the formula: Assets - Liabilities = Shareholders' Equity. It shows how much of the company is owned outright by investors and represents the book value of the company from an accounting perspective.",True,True,False
What type of strategy requires wide diversification?,investment strategies,"A passive index investing strategy typically requires wide diversification. This approach involves spreading investments across many different sectors, asset classes, and geographical regions to minimize risk and capture overall market returns. Index funds or ETFs that track broad market indices like the S&P 500 or total stock market funds are prime examples. The goal is to reduce company-specific and sector-specific risks by holding a large number of securities, essentially matching the performance of the entire market rather than trying to beat it. Wide diversification helps smooth out volatility and provides more stable, long-term returns by ensuring that poor performance in one area can be offset by better performance in another.",False,False,True
What is an example of a strategy that requires wide diversification?,arbitrage,"An example of a strategy that requires wide diversification is passive index investing, particularly using total market index funds. This approach involves spreading investments across numerous sectors, company sizes, and potentially global markets to minimize risk and capture broad market returns. A typical total market index fund might include thousands of stocks from different industries, market capitalizations, and geographic regions. By holding such a diversified portfolio, investors aim to reduce company-specific and sector-specific risks, ensuring that poor performance in one area doesn't significantly impact overall portfolio returns. This strategy is based on the principle that it's difficult to consistently pick winning individual stocks, so instead, investors seek to match the overall market's performance through broad, low-cost index funds.",False,False,False
What are forward contracts?,derivatives,"A forward contract is a customized agreement between two parties to buy or sell an asset at a specific price on a future date. Unlike standardized futures contracts, forwards are private, over-the-counter transactions tailored to the specific needs of the parties involved. They're commonly used to hedge against price fluctuations in commodities, currencies, or financial instruments. The buyer agrees to purchase, and the seller agrees to deliver the underlying asset at a predetermined price and date. No money changes hands until the contract's maturity. Forward contracts help businesses manage risk by locking in prices in advance, protecting against potential market volatility. However, they lack the liquidity of exchange-traded futures and carry counterparty risk if one party fails",False,False,False
What is the metric that has lost relevance?,book value,"The Price-to-Earnings (P/E) ratio has arguably lost some relevance in today's investment landscape. With the rise of tech companies, growth stocks, and businesses that prioritize expansion over immediate profitability, traditional P/E metrics can be less meaningful. Many innovative companies, especially in sectors like technology and biotechnology, may have low or negative earnings while still showing significant potential. Investors now often look at metrics like price-to-sales ratio, total addressable market, user growth, and future earnings potential rather than relying solely on current P/E ratios. The shift reflects a more forward-looking approach to valuation that considers long-term growth prospects and disruptive potential over immediate profit",False,False,False
What are the values of GAAP securities?,market prices,"GAAP (Generally Accepted Accounting Principles) securities are financial instruments reported on a company's financial statements according to standardized accounting rules. Their values typically include:

1. Book Value: The original cost of the security minus depreciation
2. Fair Market Value: Current price the security would sell for
3. Historical Cost: Original purchase price
4. Carrying Value: Net value after adjustments
5. Amortized Cost: Original cost adjusted for premiums or discounts

The specific value depends on the type of security (stocks, bonds, etc.) and accounting method used. For investments, GAAP requires reporting securities at fair market value or amortized cost, depending on the classification (trading",False,False,False
What is the theory of investment value?,"The value of any stock, bond or business today is  determined by the cash inflows and outflows - discounted at an  appropriate interest rate - that can be expected to occur during  the remaining life of the asset.","The theory of investment value, primarily developed by Benjamin Graham, focuses on identifying the intrinsic or fundamental value of an investment, particularly stocks, independent of its current market price. It emphasizes that an investment's true worth is based on its underlying financial characteristics, such as assets, earnings, dividends, and growth potential. Investors should seek stocks trading below their intrinsic value, creating a margin of safety. This approach involves careful analysis of a company's financial statements, competitive position, and long-term prospects. The key principle is to buy undervalued assets and hold them until the market recognizes their true value, rather than speculating on short-term price fluctuations. Graham's value investing strategy advocates rational, discipl",False,False,True
What is the investor’s misery  index?,"the inflation rate plus the percentage of  capital that must be paid by the owner to transfer into his own pocket the annual earnings achieved by the business (i.e., ordinary income tax on dividends and capital gains tax on retained earnings)","The Investor's Misery Index is a financial metric that combines two key economic indicators: the inflation rate and the unemployment rate. By adding these two percentages together, it provides a quick snapshot of economic hardship and potential investment challenges. A high misery index suggests poor economic conditions, which can negatively impact investment returns and market sentiment. When the combined percentage is high, it typically indicates increased economic stress, potentially signaling reduced corporate profits, lower consumer spending, and more difficult investment environments. Investors use this index as a rough gauge of economic health and to help inform investment strategies during challenging economic periods.",False,False,False
What 2 things do you neeed to understand to invest successfully?,How to Value a Business and How to Think About Market Prices,"To invest successfully, you need to understand two key things:

1. Risk and Return: Recognize that all investments involve risk, and higher potential returns typically come with higher potential losses. Diversification and understanding your personal risk tolerance are crucial.

2. Fundamental Analysis: Learn to evaluate investments by examining their underlying financial health, market position, growth potential, and valuation. This means analyzing factors like company earnings, financial statements, competitive advantages, and broader economic trends.

By mastering these two principles, you'll be better equipped to make informed investment decisions, manage your portfolio effectively, and work towards long-term financial goals.",False,False,False
Why have investors had experiences ranging from mediocre to disastrous?,"high costs usually because investors traded excessively or spent too much on investment management, portfolio decisions based on tips and fads rather than on thoughtful, quantified evaluation of businesses, and a start-and-stop approach to the market marked by untimely entries (after an advance has been long underway) and exits (after periods of stagnation or decline)","Investors have faced challenges due to several key factors:

1. Emotional decision-making: Fear and greed often lead to poor investment choices, causing investors to buy high and sell low.

2. Lack of diversification: Concentrating investments in a single sector or asset class increases risk and potential losses.

3. Timing the market: Attempting to predict market movements is notoriously difficult, resulting in missed opportunities and suboptimal returns.

4. High fees: Expensive investment products and frequent trading can significantly erode potential gains.

5. Insufficient research: Making investments without thorough understanding of the underlying assets or market conditions.

6. Macroeconomic factors: Unexpected events",False,False,True
What is market volatility?,"how much stocks have moved around in some past period of days, months or years","Market volatility refers to the degree of variation in trading prices over time. It measures how much and how quickly stock prices or market indexes fluctuate. High volatility indicates significant price swings and uncertainty, while low volatility suggests more stable and predictable market conditions. Volatility can be caused by various factors like economic events, company earnings, political developments, and investor sentiment. Investors often use volatility indices like the VIX to gauge market risk. While high volatility can present risks, it can also create opportunities for traders who can skillfully navigate price movements. Typically, periods of economic uncertainty or major global events tend to increase market volatility.",False,False,False
What do stock prices gravitate towards over time?,intrinsic value,"Stock prices tend to gravitate towards the fundamental value of a company over time. This intrinsic value is based on factors like earnings, cash flow, growth potential, and overall financial health. While short-term market fluctuations can cause significant price volatility due to sentiment, speculation, and external events, long-term investors typically see stock prices align more closely with the company's underlying economic worth. Fundamental analysis, which examines a company's financial statements, competitive advantages, and industry position, helps investors identify stocks that may be undervalued or overvalued relative to their true worth. This principle of price convergence towards intrinsic value is a core concept in value investing, popularized by investors like Benjamin Graham and Warren",True,True,True
What is intrinsic business value?,future cash output discounted to present value,"Intrinsic business value is the true, fundamental worth of a company based on its underlying financial performance, assets, cash flows, and growth potential, rather than its current market price. It represents the estimated value an investor would place on the business if they thoroughly analyzed its core characteristics. Key factors in determining intrinsic value include the company's earnings power, future cash flow projections, competitive advantages, management quality, and long-term growth prospects. Investors like Warren Buffett use methods such as discounted cash flow analysis and comparative valuation to estimate a company's intrinsic value. The goal is to identify whether a stock is undervalued, fairly valued, or overvalued by comparing its intrinsic value to",False,False,False
How does the human brain react to a stimulus that goes up one penny twice in a row?,"the human brain automatically, unconsciously, and uncontrollably expects a third repetition","When a stimulus (like a stock price) increases incrementally twice in succession, the brain's reward center (nucleus accumbens) becomes activated, releasing dopamine. This creates a sense of anticipation and mild excitement. The brain interprets this as a potential positive trend, which can trigger a small neurochemical reward response. This micro-pattern of repeated small gains can stimulate mild pleasure and encourage continued engagement or investment interest. However, professional investors understand that such minimal movements are statistically insignificant and should not drive major investment decisions. The brain's tendency to find patterns can sometimes lead to cognitive biases that may not reflect actual investment performance.",False,False,True
Most financial decisions are a tug of war between which two ways of thinking?,intuition and analytical thinking,"The most fundamental tug of war in financial decision-making is between emotion and logic. Emotional thinking tends to drive impulsive, short-term choices based on feelings like fear, greed, or excitement, while logical thinking focuses on rational analysis, data, and long-term strategic planning. Emotional decisions might lead to panic selling during market downturns or chasing trendy investments, whereas logical decisions involve careful research, risk assessment, and disciplined investment strategies. Successful financial management requires balancing these two approaches, using emotional intelligence to understand personal biases while simultaneously applying rational economic principles to make sound investment choices.",False,False,True
Give an example demonstrating the tug of war between intuition and analytical thinking.,"If the gum costs 10 cents, and the candy bar costs $1.00 more than the gum, then the candy bar would be $1.10. ","Here's an investment example of intuition versus analytical thinking:

An investor sees a trendy tech startup and feels intuitively excited about its potential, believing the charismatic founder and compelling product idea will lead to success. However, an analytical approach would involve:

1. Examining financial statements
2. Checking revenue growth rates
3. Assessing market competition
4. Analyzing the company's burn rate
5. Reviewing management's track record

The analytical approach might reveal that despite the exciting pitch, the startup has:
- Negative cash flow
- Unsustainable business model
- High customer acquisition costs
- Limited market differentiation

While intuition suggests potential, rigorous analysis provides",False,False,False
What do you focus on when you are evaluating shares?,business value,"When evaluating shares, I focus on several key factors:

1. Financial fundamentals
- Earnings per share (EPS)
- Price-to-earnings (P/E) ratio
- Revenue growth
- Profit margins
- Debt levels

2. Company performance
- Competitive market position
- Management quality
- Innovation and strategic direction
- Historical stock performance

3. Industry analysis
- Market trends
- Sector growth potential
- Competitive landscape
- Regulatory environment

4. Valuation metrics
- Price-to-book ratio
- Dividend yield
- Return on equity (ROE)
- Cash flow

5. External factors
- Economic conditions
-",False,False,True
What is the clearest sign of bullishness in mutual fund managers?,how much cash they keep in reserve,"The clearest sign of bullishness in mutual fund managers is an increasing allocation to stocks and a reduction in cash holdings. When fund managers believe the market has potential for growth, they typically invest a larger percentage of their portfolio in equities rather than keeping money in cash reserves. Other indicators include increased buying of cyclical stocks, more aggressive sector rotations into growth-oriented industries, and positioning portfolios to capitalize on anticipated economic expansion. A rising equity exposure percentage and active stock selection demonstrate confidence in market conditions and potential returns.",False,False,True
What is the the gambler's fallacy and its relevance to investing?,"If a coin has come up heads several times in a row, then it's ""due"" to come up tails even though the process is random. Most professional investors concede that the stock market is partly random, but belief in the gambler's fallacy is common with investing","The gambler's fallacy is the mistaken belief that past independent events influence future outcomes, assuming that deviations from expected probability will soon be corrected. In investing, this manifests as believing that after a stock has risen or fallen, it's ""due"" to move in the opposite direction. For example, an investor might think a stock that has increased for several days must soon decline. This is fallacious because each market event is essentially independent, and past performance doesn't guarantee future results. Successful investors recognize that market movements are driven by fundamentals, economic conditions, and company performance, not by some mystical balancing mechanism. Avoiding the gambler's fallacy means making investment decisions based on thorough research,",False,False,True
What does overconfidence lead to?,underperformance,"In investing, overconfidence can lead to several detrimental outcomes:

1. Excessive trading: Believing you can consistently beat the market, resulting in higher transaction costs and lower returns.

2. Inadequate diversification: Overestimating your ability to pick winning stocks, which increases portfolio risk.

3. Ignoring contradictory information: Selectively focusing on data that confirms your existing beliefs while dismissing potential warning signs.

4. Underestimating risks: Believing you can accurately predict market movements, leading to poor risk management.

5. Larger financial losses: Making impulsive investment decisions without thorough analysis or proper due diligence.

6. Reduce",False,False,True
What is one of the cleverest forms of financial framing?,equity-indexed annuity,"One of the cleverest financial framing techniques is anchoring, where an initial piece of information serves as a reference point for subsequent decisions. For example, when negotiating a salary, the first number mentioned acts as an ""anchor"" that psychologically influences the entire negotiation. Retailers often use this by showing an original high price next to a discounted price, making the lower price seem like a better deal. In investing, fund managers might highlight past performance against a benchmark, framing their returns in the most favorable light. This cognitive bias tricks people into perceiving value differently based on the initial information presented, often leading them to make decisions that favor the framer's perspective.",False,False,False
what is the margin of safety in stock prices?,when the stock price drops below the business value you can increase your stake for less than what it is actually worth,"The margin of safety is an investment principle introduced by Benjamin Graham that represents the difference between a stock's intrinsic value and its market price. It's essentially a buffer that protects investors from potential losses. For example, if a stock's intrinsic value is calculated at $50 and it's currently trading at $35, the margin of safety is 30%. The larger the margin of safety, the lower the risk of investment. Investors seek stocks trading significantly below their calculated intrinsic value, providing a cushion against potential market volatility or miscalculations. Value investors typically look for a margin of safety of 20-30% or more to provide a reasonable level of protection and potential for future price appreciation.",False,False,True
What is the difference between value stocks and growth stocks in the short term?,"value stocks tend to have lumpier, less linear earnings than growth stocks do in the short term","In the short term, value stocks and growth stocks tend to perform differently based on market conditions. Value stocks are typically undervalued companies trading at lower prices relative to their fundamentals, often in traditional industries. They usually have lower price-to-earnings ratios and pay dividends. Growth stocks, conversely, are companies expected to grow faster than the market average, typically in technology or emerging sectors, with higher price-to-earnings ratios and reinvesting profits instead of paying dividends. During economic uncertainties, value stocks often provide more stability, while growth stocks can be more volatile. Short-term performance depends on market sentiment, sector trends, and economic indicators. Value stocks might outperform during economic recoveries or periods",False,False,True
In the longer-term is value or growth investing more lucrative?,value investing is at least as lucrative as a growth-only strategy in the longer-term,"Historically, value investing has outperformed growth investing over longer periods. Value stocks tend to provide more consistent returns and have lower volatility. Academic research, such as the Fama-French study, suggests value stocks offer higher risk-adjusted returns due to their tendency to be undervalued. However, this can vary by market cycle and economic conditions. In recent years, growth stocks (particularly in technology) have shown strong performance. The key is diversification and understanding that both strategies have merit at different times. Warren Buffett, a famous value investor, has demonstrated the long-term effectiveness of value investing by selecting fundamentally strong companies trading below their intrinsic value. Ultimately, a balanced approach that combines elements of both",False,False,True
What is Murphy's Law of Investing?,"sooner or later, a stock or fund return much higher than average almost always fades back toward average","Murphy's Law of Investing suggests that if something can go wrong with an investment, it likely will. In practical terms, this means investors should:

1. Expect unexpected market volatility
2. Prepare for potential losses
3. Diversify their portfolio to mitigate risk
4. Have contingency plans for worst-case scenarios
5. Not rely solely on past performance or optimistic predictions

The core principle is to be cautious, realistic, and prepared for potential negative outcomes. This doesn't mean being pessimistic, but rather being prudent and strategic in investment decisions. Successful investors anticipate potential challenges and build resilience into their investment strategies, acknowledging that markets can be unpredictable",False,False,True
When would you benefit from rebalancing your portfolio?,"the more your investments fluctuate, and the less they tend to move in sync when they do,  the
greater the benefit you will get from rebalancing","You should consider rebalancing your portfolio in these key situations:

1. Annual review: Typically once a year to realign with your original asset allocation

2. After significant market shifts: When asset classes have moved 5-10% from target allocations

3. Life stage changes: Marriage, having children, approaching retirement

4. Major economic events: Significant market corrections or economic disruptions

5. When your risk tolerance changes: As you age or your financial goals shift

6. After receiving a large sum: Inheritance, bonus, or windfall that alters your portfolio composition

Rebalancing helps maintain your desired risk level, prevents overexposure to any single asset class, and can potentially improve",False,False,True
What is the flaw of starting to take Social Security at age 62?,your monthly benefits will be only 75% of what you could,"The main flaw of claiming Social Security at age 62 is permanently reduced benefits. By taking Social Security at the earliest possible age, you'll receive about 30% less in monthly payments compared to waiting until your full retirement age (66-67). This reduction is permanent and can significantly impact your lifetime income. If you're still working, early claiming can also trigger income taxes on your benefits and potentially reduce your monthly check if you earn above certain thresholds. Additionally, this early decision means you'll miss out on the 8% annual increase in benefits for each year you delay claiming between full retirement age and age 70. For many retirees, waiting can result in substantially higher lifetime benefits, especially if they expect to live",False,False,True
What did the falling stock prices in 1970s cause?,bull market of the 1980s and 1990s,"In the 1970s, falling stock prices contributed to several significant economic consequences. The prolonged stock market decline, coupled with high inflation and economic stagnation (known as ""stagflation""), caused widespread investor panic and loss of wealth. Many investors experienced substantial portfolio losses, which reduced consumer confidence and spending. The stock market downturn also made it difficult for companies to raise capital, hampering business expansion and economic growth. Additionally, pension funds and retirement accounts were severely impacted, creating long-term financial challenges for many individuals. The economic uncertainty led to increased interest rates, further economic instability, and a general sense of financial pessimism. These factors collectively contributed to a challenging economic environment that persisted throughout much of the",False,False,True
What should you do before you write a check?,background check,"Before writing a check, follow these key steps:

1. Ensure you have sufficient funds in your account to cover the check amount.

2. Use a pen with permanent, non-erasable ink to prevent fraud or alteration.

3. Fill out the check completely and accurately:
- Date the check
- Write the payee's name correctly
- Write the dollar amount in numbers
- Write the dollar amount in words
- Sign the check

4. Record the check in your check register, noting the date, payee, and amount to track your spending and account balance.

5. Keep the check stub or carbon copy for your records.

6. Verify the details before detaching the check from",False,False,False
What should you read before you buy a mutual fund?,fund's prospectus,"Before buying a mutual fund, you should carefully read:

1. Prospectus: A detailed document outlining the fund's investment strategy, risks, performance history, fees, and expenses.

2. Fund Fact Sheet: A summary providing key information like top holdings, asset allocation, expense ratio, and recent performance.

3. Statement of Additional Information (SAI): A supplementary document with more in-depth information about the fund's management and operations.

4. Fund's annual and semi-annual reports: These provide insights into the fund's performance, holdings, and management's commentary.

5. Morningstar or similar independent research reports: These offer objective analysis and ratings of the fund's performance and characteristics",False,False,True
